func,target,clean_func
66947,0,66947
112077,0,112077
101841,0,101841
220482,0,220482
81689,0,81689
268569,0,268569
142616,0,142616
258057,0,258057
137452,0,137452
125017,0,125017
148541,0,148541
205373,0,205373
107191,0,107191
220128,0,220128
151695,0,151695
221217,0,221217
253285,0,253285
156761,0,156761
133545,0,133545
7746,1,7746
99435,0,99435
120040,0,120040
211360,0,211360
147441,0,147441
137794,0,137794
125348,0,125348
94319,0,94319
53174,0,53174
50834,0,50834
208841,0,208841
7753,0,7753
111696,0,111696
80400,0,80400
65195,0,65195
52830,0,52830
262133,0,262133
103045,0,103045
247268,0,247268
146051,0,146051
97457,0,97457
268091,0,268091
68702,0,68702
75684,0,75684
268510,0,268510
70260,0,70260
150653,0,150653
6070,1,6070
87215,0,87215
159535,0,159535
261646,0,261646
266431,0,266431
56968,0,56968
166068,0,166068
144311,0,144311
165846,0,165846
248147,0,248147
33639,0,33639
24493,0,24493
138807,0,138807
194528,0,194528
130612,0,130612
199214,0,199214
231033,0,231033
92753,0,92753
208072,0,208072
261962,0,261962
171756,0,171756
246528,0,246528
191177,0,191177
110056,0,110056
163257,0,163257
52191,0,52191
65610,0,65610
61182,0,61182
115170,0,115170
10601,1,10601
183210,0,183210
81400,0,81400
244621,0,244621
13800,1,13800
248935,0,248935
229424,0,229424
201459,0,201459
25434,0,25434
227889,0,227889
234957,0,234957
145968,0,145968
250116,0,250116
50743,0,50743
42233,0,42233
193758,0,193758
241436,0,241436
232894,0,232894
84920,0,84920
28218,0,28218
95968,0,95968
8114,1,8114
77884,0,77884
242516,0,242516
204164,0,204164
168192,0,168192
185663,0,185663
239703,0,239703
208793,0,208793
24091,0,24091
109955,0,109955
108380,0,108380
130230,0,130230
243441,0,243441
151724,0,151724
128548,0,128548
72145,0,72145
165042,0,165042
67659,0,67659
124603,0,124603
92217,0,92217
61183,0,61183
117318,0,117318
63732,0,63732
65785,0,65785
130885,0,130885
136989,0,136989
167044,0,167044
209604,0,209604
52940,0,52940
227924,0,227924
149450,0,149450
94878,0,94878
259401,0,259401
139789,0,139789
183792,0,183792
147391,0,147391
140505,0,140505
224808,0,224808
69708,0,69708
29481,0,29481
115218,0,115218
15995,1,15995
122323,0,122323
2752,0,2752
231948,0,231948
124574,0,124574
132859,0,132859
198575,0,198575
65215,0,65215
165619,0,165619
198908,0,198908
148167,0,148167
55671,0,55671
37089,0,37089
243555,0,243555
13788,1,13788
170340,0,170340
113928,0,113928
112341,0,112341
165463,0,165463
263302,0,263302
92194,0,92194
260042,0,260042
179576,0,179576
49901,0,49901
94096,0,94096
234675,0,234675
186812,0,186812
3205,1,3205
193835,0,193835
15765,1,15765
117323,0,117323
77028,0,77028
127970,0,127970
66381,0,66381
118636,0,118636
14378,1,14378
12860,1,12860
34003,0,34003
10000,1,10000
87831,0,87831
200368,0,200368
155631,0,155631
113232,0,113232
198301,0,198301
164783,0,164783
127037,0,127037
1148,1,1148
110455,0,110455
23264,0,23264
240027,0,240027
256415,0,256415
256,1,256
121641,0,121641
266266,0,266266
151098,0,151098
148771,0,148771
124893,0,124893
207196,0,207196
162621,0,162621
67257,0,67257
166603,0,166603
169428,0,169428
229289,0,229289
110853,0,110853
214165,0,214165
75278,0,75278
17252,0,17252
118837,0,118837
136555,0,136555
246669,0,246669
102717,0,102717
22583,0,22583
193779,0,193779
4003,1,4003
37221,0,37221
260575,0,260575
183000,0,183000
199551,0,199551
149188,0,149188
166657,0,166657
175227,0,175227
241942,0,241942
245382,0,245382
112874,0,112874
120022,0,120022
33265,0,33265
91898,0,91898
228256,0,228256
223474,0,223474
185316,0,185316
233054,0,233054
85803,0,85803
259892,0,259892
214466,0,214466
196336,0,196336
52727,0,52727
17014,0,17014
223549,0,223549
76178,0,76178
166814,0,166814
204306,0,204306
91259,0,91259
231674,0,231674
11718,1,11718
182103,0,182103
247804,0,247804
194512,0,194512
101291,0,101291
45911,0,45911
124232,0,124232
169864,0,169864
216783,0,216783
229414,0,229414
143636,0,143636
100330,0,100330
20183,0,20183
249585,0,249585
92293,0,92293
176552,0,176552
35812,0,35812
55991,0,55991
203466,0,203466
48105,0,48105
78353,0,78353
92067,0,92067
145777,0,145777
14358,1,14358
225328,0,225328
116314,0,116314
161101,0,161101
263227,0,263227
198016,0,198016
212988,0,212988
198674,0,198674
1889,1,1889
178744,0,178744
228885,0,228885
193865,0,193865
208110,0,208110
47894,0,47894
6982,1,6982
98834,0,98834
95063,0,95063
233696,0,233696
126285,0,126285
4212,1,4212
88313,0,88313
1816,1,1816
200237,0,200237
100647,0,100647
122416,0,122416
70653,0,70653
155806,0,155806
2031,1,2031
147862,0,147862
13124,1,13124
144869,0,144869
166957,0,166957
121915,0,121915
183188,0,183188
207178,0,207178
160485,0,160485
168234,0,168234
258449,0,258449
196970,0,196970
53319,0,53319
73302,0,73302
263481,0,263481
265276,0,265276
3198,0,3198
118504,0,118504
247860,0,247860
118958,0,118958
228783,0,228783
15751,1,15751
107950,0,107950
259785,0,259785
267994,0,267994
195718,0,195718
45716,0,45716
158321,0,158321
57684,0,57684
1922,1,1922
46729,0,46729
29052,0,29052
128248,0,128248
241054,0,241054
99674,0,99674
133206,0,133206
144669,0,144669
253779,0,253779
159530,0,159530
43774,0,43774
116917,0,116917
105615,0,105615
64158,0,64158
92404,0,92404
37839,0,37839
130508,0,130508
111143,0,111143
249778,0,249778
118282,0,118282
212251,0,212251
93674,0,93674
92774,0,92774
149748,0,149748
149379,0,149379
198094,0,198094
125110,0,125110
64070,0,64070
5941,1,5941
96716,0,96716
81526,0,81526
182037,0,182037
72656,0,72656
240044,0,240044
168583,0,168583
247378,0,247378
10953,1,10953
141092,0,141092
35534,0,35534
215360,0,215360
114707,0,114707
17932,0,17932
149917,0,149917
236101,0,236101
42280,0,42280
153975,0,153975
259003,0,259003
236647,0,236647
136815,0,136815
220448,0,220448
51511,0,51511
207413,0,207413
234270,0,234270
227273,0,227273
174950,0,174950
65710,0,65710
254964,0,254964
25752,0,25752
87314,0,87314
216953,0,216953
257311,0,257311
210700,0,210700
265792,0,265792
157779,0,157779
265174,0,265174
193335,0,193335
204284,0,204284
211473,0,211473
122760,0,122760
156317,0,156317
263468,0,263468
168364,0,168364
133513,0,133513
144629,0,144629
137910,0,137910
26094,0,26094
223922,0,223922
140730,0,140730
178826,0,178826
154852,0,154852
23415,0,23415
77410,0,77410
113904,0,113904
238096,0,238096
220195,0,220195
212255,0,212255
152515,0,152515
67335,0,67335
259782,0,259782
156949,0,156949
131818,0,131818
119492,0,119492
130905,0,130905
216310,0,216310
87040,0,87040
2330,1,2330
161162,0,161162
169556,0,169556
267807,0,267807
199741,0,199741
51608,0,51608
123847,0,123847
139412,0,139412
27428,0,27428
165406,0,165406
246673,0,246673
174872,0,174872
58967,0,58967
78829,0,78829
29881,0,29881
172965,0,172965
209755,0,209755
222481,0,222481
189037,0,189037
221334,0,221334
53839,0,53839
75218,0,75218
12204,1,12204
159999,0,159999
97310,0,97310
142344,0,142344
109387,0,109387
140771,0,140771
217718,0,217718
85815,0,85815
56767,0,56767
56456,0,56456
227433,0,227433
268227,0,268227
78237,0,78237
242331,0,242331
8660,1,8660
95468,0,95468
59631,0,59631
192046,0,192046
149726,0,149726
121937,0,121937
235703,0,235703
217955,0,217955
206926,0,206926
172355,0,172355
85347,0,85347
85727,0,85727
229123,0,229123
20614,0,20614
188668,0,188668
199384,0,199384
231507,0,231507
182715,0,182715
261268,0,261268
226608,0,226608
48786,0,48786
256886,0,256886
90677,0,90677
80232,0,80232
76199,0,76199
108699,0,108699
183421,0,183421
203357,0,203357
177564,0,177564
251994,0,251994
220467,0,220467
175531,0,175531
260602,0,260602
112583,0,112583
131190,0,131190
52157,0,52157
224703,0,224703
159469,0,159469
48063,0,48063
214599,0,214599
135088,0,135088
6699,1,6699
230620,0,230620
255435,0,255435
216929,0,216929
220640,0,220640
28654,0,28654
239523,0,239523
189556,0,189556
264960,0,264960
236125,0,236125
263320,0,263320
129169,0,129169
257960,0,257960
130380,0,130380
255410,0,255410
201492,0,201492
86177,0,86177
173534,0,173534
224788,0,224788
65978,0,65978
223573,0,223573
36266,0,36266
194599,0,194599
102532,0,102532
40640,0,40640
68087,0,68087
70137,0,70137
91810,0,91810
142124,0,142124
185309,0,185309
48684,0,48684
127857,0,127857
147855,0,147855
173786,0,173786
88712,0,88712
245992,0,245992
63674,0,63674
132343,0,132343
177851,0,177851
168448,0,168448
25328,0,25328
28044,0,28044
208859,0,208859
38411,0,38411
21720,0,21720
65142,0,65142
67107,0,67107
151913,0,151913
15770,1,15770
101746,0,101746
150432,0,150432
136244,0,136244
147482,0,147482
216312,0,216312
41239,0,41239
49570,0,49570
187279,0,187279
196478,0,196478
2711,1,2711
17186,0,17186
243819,0,243819
261158,0,261158
260362,0,260362
149940,0,149940
82026,0,82026
236019,0,236019
91169,0,91169
132002,0,132002
112543,0,112543
224742,0,224742
127008,0,127008
222604,0,222604
234873,0,234873
27036,0,27036
72234,0,72234
254693,0,254693
230423,0,230423
240650,0,240650
196169,0,196169
85085,0,85085
214082,0,214082
12891,1,12891
9144,1,9144
93337,0,93337
186845,0,186845
190958,0,190958
176602,0,176602
111691,0,111691
31135,0,31135
180704,0,180704
15236,1,15236
255123,0,255123
228131,0,228131
26027,0,26027
21131,0,21131
157350,0,157350
33201,0,33201
32093,0,32093
80033,0,80033
32980,0,32980
62293,0,62293
13869,1,13869
153297,0,153297
127538,0,127538
8987,1,8987
116413,0,116413
216449,0,216449
71811,0,71811
144226,0,144226
140354,0,140354
73440,0,73440
203849,0,203849
226225,0,226225
187988,0,187988
258107,0,258107
212424,0,212424
27567,0,27567
216333,0,216333
178286,0,178286
229324,0,229324
93968,0,93968
44309,0,44309
144723,0,144723
101362,0,101362
104143,0,104143
86663,0,86663
191412,0,191412
182200,0,182200
4306,1,4306
71393,0,71393
264903,0,264903
51661,0,51661
40190,0,40190
40893,0,40893
256783,0,256783
217031,0,217031
110376,0,110376
183366,0,183366
163980,0,163980
102659,0,102659
239333,0,239333
186160,0,186160
2169,1,2169
244814,0,244814
235466,0,235466
184551,0,184551
250870,0,250870
137876,0,137876
31267,0,31267
204202,0,204202
50551,0,50551
95167,0,95167
63358,0,63358
161984,0,161984
50887,0,50887
237299,0,237299
88267,0,88267
174814,0,174814
249608,0,249608
64103,0,64103
71004,0,71004
99663,0,99663
89310,0,89310
210142,0,210142
109435,0,109435
8119,0,8119
142640,0,142640
232860,0,232860
40136,0,40136
7137,1,7137
115724,0,115724
224320,0,224320
223307,0,223307
255253,0,255253
195359,0,195359
167707,0,167707
5121,1,5121
261574,0,261574
211298,0,211298
14879,1,14879
29784,0,29784
148005,0,148005
110263,0,110263
73571,0,73571
19045,0,19045
3648,1,3648
174774,0,174774
191279,0,191279
76704,0,76704
18931,0,18931
207016,0,207016
161117,0,161117
22493,0,22493
61125,0,61125
90411,0,90411
223574,0,223574
262433,0,262433
218973,0,218973
506,1,506
14695,1,14695
246110,0,246110
216677,0,216677
69573,0,69573
45566,0,45566
230391,0,230391
142006,0,142006
49900,0,49900
257473,0,257473
164877,0,164877
27780,0,27780
204233,0,204233
183826,0,183826
133525,0,133525
268636,0,268636
157100,0,157100
43068,0,43068
57401,0,57401
121703,0,121703
13830,1,13830
188311,0,188311
50636,0,50636
258520,0,258520
210459,0,210459
207523,0,207523
213798,0,213798
127337,0,127337
221561,0,221561
57486,0,57486
224154,0,224154
230301,0,230301
17856,0,17856
67170,0,67170
80908,0,80908
129464,0,129464
200925,0,200925
239293,0,239293
184335,0,184335
87158,0,87158
180666,0,180666
213826,0,213826
35412,0,35412
242820,0,242820
104168,0,104168
185194,0,185194
182742,0,182742
153541,0,153541
98699,0,98699
145188,0,145188
249525,0,249525
159251,0,159251
126012,0,126012
189378,0,189378
56746,0,56746
169299,0,169299
137124,0,137124
1216,1,1216
217134,0,217134
184134,0,184134
16453,0,16453
13713,1,13713
250726,0,250726
117895,0,117895
247547,0,247547
100897,0,100897
63642,0,63642
5796,0,5796
69072,0,69072
200472,0,200472
16767,0,16767
8972,1,8972
189682,0,189682
201117,0,201117
222865,0,222865
103118,0,103118
200629,0,200629
188926,0,188926
246404,0,246404
232412,0,232412
165954,0,165954
114392,0,114392
240824,0,240824
27683,0,27683
168185,0,168185
262293,0,262293
175228,0,175228
31237,0,31237
213076,0,213076
2489,1,2489
94107,0,94107
222427,0,222427
116616,0,116616
53234,0,53234
258778,0,258778
264249,0,264249
247149,0,247149
158007,0,158007
234744,0,234744
18437,0,18437
154957,0,154957
244950,0,244950
38568,0,38568
32145,0,32145
225214,0,225214
122651,0,122651
105005,0,105005
202464,0,202464
88431,0,88431
192263,0,192263
256113,0,256113
252996,0,252996
2361,1,2361
80859,0,80859
67025,0,67025
232531,0,232531
250452,0,250452
93960,0,93960
17850,0,17850
147076,0,147076
91173,0,91173
89552,0,89552
121177,0,121177
259863,0,259863
862,1,862
114755,0,114755
215732,0,215732
6094,1,6094
209664,0,209664
200702,0,200702
138281,0,138281
260751,0,260751
38304,0,38304
130985,0,130985
244429,0,244429
112319,0,112319
125364,0,125364
148072,0,148072
186580,0,186580
224918,0,224918
178988,0,178988
243361,0,243361
165150,0,165150
145823,0,145823
217946,0,217946
113902,0,113902
71691,0,71691
235812,0,235812
198392,0,198392
59602,0,59602
82363,0,82363
121448,0,121448
220271,0,220271
58573,0,58573
252726,0,252726
10249,1,10249
63604,0,63604
17158,0,17158
138053,0,138053
235947,0,235947
231201,0,231201
37840,0,37840
144191,0,144191
20776,0,20776
147911,0,147911
23959,0,23959
71073,0,71073
37287,0,37287
100864,0,100864
38260,0,38260
257912,0,257912
265332,0,265332
54533,0,54533
59221,0,59221
141673,0,141673
85466,0,85466
259187,0,259187
51598,0,51598
124545,0,124545
64737,0,64737
106,1,106
163065,0,163065
137696,0,137696
114388,0,114388
100067,0,100067
37696,0,37696
124368,0,124368
117604,0,117604
82287,0,82287
64429,0,64429
147890,0,147890
9942,1,9942
97950,0,97950
58502,0,58502
64538,0,64538
91868,0,91868
231170,0,231170
40386,0,40386
146629,0,146629
32508,0,32508
109601,0,109601
238626,0,238626
160534,0,160534
139001,0,139001
202281,0,202281
262278,0,262278
163876,0,163876
260192,0,260192
201231,0,201231
46785,0,46785
213436,0,213436
63249,0,63249
129891,0,129891
228065,0,228065
158872,0,158872
206228,0,206228
52505,0,52505
161122,0,161122
198506,0,198506
62591,0,62591
105412,0,105412
81117,0,81117
39868,0,39868
203472,0,203472
166921,0,166921
198491,0,198491
46756,0,46756
216123,0,216123
28958,0,28958
28389,0,28389
221534,0,221534
37606,0,37606
185506,0,185506
14918,1,14918
137491,0,137491
64833,0,64833
10095,1,10095
182237,0,182237
175866,0,175866
206806,0,206806
161953,0,161953
119200,0,119200
56544,0,56544
79383,0,79383
42763,0,42763
230725,0,230725
151063,0,151063
54324,0,54324
169849,0,169849
128155,0,128155
176769,0,176769
129454,0,129454
182615,0,182615
161275,0,161275
139315,0,139315
198928,0,198928
96418,0,96418
149333,0,149333
208542,0,208542
195317,0,195317
44012,0,44012
37535,0,37535
132702,0,132702
98525,0,98525
45436,0,45436
200826,0,200826
95217,0,95217
40975,0,40975
165680,0,165680
232461,0,232461
147077,0,147077
95179,0,95179
113222,0,113222
179241,0,179241
229199,0,229199
57212,0,57212
50633,0,50633
205057,0,205057
240026,0,240026
140947,0,140947
260534,0,260534
77135,0,77135
197950,0,197950
156765,0,156765
95516,0,95516
31722,0,31722
198612,0,198612
135210,0,135210
39497,0,39497
70270,0,70270
240462,0,240462
63633,0,63633
140050,0,140050
45011,0,45011
82216,0,82216
104819,0,104819
134781,0,134781
193252,0,193252
153424,0,153424
174314,0,174314
247952,0,247952
38611,0,38611
137568,0,137568
134731,0,134731
239512,0,239512
254939,0,254939
202665,0,202665
266704,0,266704
95584,0,95584
73377,0,73377
247140,0,247140
42144,0,42144
28164,0,28164
166075,0,166075
228709,0,228709
13734,1,13734
187599,0,187599
137749,0,137749
143022,0,143022
112252,0,112252
257804,0,257804
251778,0,251778
129360,0,129360
143028,0,143028
236073,0,236073
122278,0,122278
87524,0,87524
126071,0,126071
199342,0,199342
62911,0,62911
55622,0,55622
22320,0,22320
88373,0,88373
187719,0,187719
117722,0,117722
7342,1,7342
148339,0,148339
248079,0,248079
174070,0,174070
73799,0,73799
18890,0,18890
1329,1,1329
16196,0,16196
192132,0,192132
130611,0,130611
226936,0,226936
14924,1,14924
242245,0,242245
101483,0,101483
94972,0,94972
252265,0,252265
201261,0,201261
123492,0,123492
223299,0,223299
50487,0,50487
158515,0,158515
20932,0,20932
228340,0,228340
35023,0,35023
76145,0,76145
10963,1,10963
149724,0,149724
136396,0,136396
90132,0,90132
98182,0,98182
145255,0,145255
256540,0,256540
180418,0,180418
213593,0,213593
11269,1,11269
238693,0,238693
32575,0,32575
245363,0,245363
159051,0,159051
202825,0,202825
142014,0,142014
50875,0,50875
243891,0,243891
8395,1,8395
18973,0,18973
184924,0,184924
87542,0,87542
9069,1,9069
203655,0,203655
96718,0,96718
255336,0,255336
95403,0,95403
27772,0,27772
264543,0,264543
30151,0,30151
170907,0,170907
8483,1,8483
32112,0,32112
151358,0,151358
41227,0,41227
203878,0,203878
69529,0,69529
24582,0,24582
246582,0,246582
42001,0,42001
184289,0,184289
55362,0,55362
236643,0,236643
151667,0,151667
28663,0,28663
178090,0,178090
121592,0,121592
103740,0,103740
131566,0,131566
86300,0,86300
172,1,172
137540,0,137540
206471,0,206471
88746,0,88746
172706,0,172706
140908,0,140908
172405,0,172405
217899,0,217899
51329,0,51329
249647,0,249647
106580,0,106580
100938,0,100938
72274,0,72274
138293,0,138293
117413,0,117413
160199,0,160199
30454,0,30454
36915,0,36915
73454,0,73454
79721,0,79721
41343,0,41343
92339,0,92339
50585,0,50585
167631,0,167631
114134,0,114134
224217,0,224217
74483,0,74483
90828,0,90828
66267,0,66267
233087,0,233087
78761,0,78761
176628,0,176628
86376,0,86376
10048,1,10048
153610,0,153610
142533,0,142533
188419,0,188419
5922,1,5922
170764,0,170764
176351,0,176351
124095,0,124095
15476,1,15476
207642,0,207642
73999,0,73999
119521,0,119521
146014,0,146014
14883,1,14883
143607,0,143607
171268,0,171268
173733,0,173733
14031,1,14031
15130,1,15130
29568,0,29568
171082,0,171082
202761,0,202761
120,1,120
234056,0,234056
261783,0,261783
95929,0,95929
37333,0,37333
254697,0,254697
60731,0,60731
28075,0,28075
128268,0,128268
73157,0,73157
187571,0,187571
264859,0,264859
236407,0,236407
67801,0,67801
76896,0,76896
230790,0,230790
62890,0,62890
102986,0,102986
199702,0,199702
14346,1,14346
187439,0,187439
53090,0,53090
150719,0,150719
207748,0,207748
266195,0,266195
197733,0,197733
21291,0,21291
63723,0,63723
228607,0,228607
167554,0,167554
176313,0,176313
166560,0,166560
232597,0,232597
85805,0,85805
72033,0,72033
259053,0,259053
110768,0,110768
10070,1,10070
42239,0,42239
21546,0,21546
76273,0,76273
30375,0,30375
15179,1,15179
215530,0,215530
256696,0,256696
151685,0,151685
36588,0,36588
24902,0,24902
123441,0,123441
135733,0,135733
241971,0,241971
51579,0,51579
36569,0,36569
24459,0,24459
241939,0,241939
191958,0,191958
176640,0,176640
128836,0,128836
158444,0,158444
120213,0,120213
126691,0,126691
167945,0,167945
163601,0,163601
214018,0,214018
98094,0,98094
196719,0,196719
54017,0,54017
236179,0,236179
141742,0,141742
127553,0,127553
147999,0,147999
90273,0,90273
49996,0,49996
268211,0,268211
215904,0,215904
261692,0,261692
95048,0,95048
97497,0,97497
226933,0,226933
177174,0,177174
69509,0,69509
237312,0,237312
2699,1,2699
38916,0,38916
59567,0,59567
217614,0,217614
73733,0,73733
180580,0,180580
19782,0,19782
141888,0,141888
262866,0,262866
155160,0,155160
94028,0,94028
8462,1,8462
255418,0,255418
153682,0,153682
123555,0,123555
17600,0,17600
1496,1,1496
202978,0,202978
109255,0,109255
105196,0,105196
62760,0,62760
96578,0,96578
82018,0,82018
209562,0,209562
174078,0,174078
25457,0,25457
74175,0,74175
224851,0,224851
9958,1,9958
203473,0,203473
11372,1,11372
202968,0,202968
46882,0,46882
188809,0,188809
31104,0,31104
190180,0,190180
170175,0,170175
174269,0,174269
100717,0,100717
139526,0,139526
110020,0,110020
215659,0,215659
93620,0,93620
204302,0,204302
234456,0,234456
157998,0,157998
79018,0,79018
29377,0,29377
31927,0,31927
194893,0,194893
21369,0,21369
229786,0,229786
122269,0,122269
10170,1,10170
93022,0,93022
75429,0,75429
153620,0,153620
262333,0,262333
121514,0,121514
144506,0,144506
108023,0,108023
236855,0,236855
2083,1,2083
93141,0,93141
177012,0,177012
14132,1,14132
77644,0,77644
181504,0,181504
187764,0,187764
141360,0,141360
22655,0,22655
227276,0,227276
119589,0,119589
197527,0,197527
18448,0,18448
71928,0,71928
4810,1,4810
161850,0,161850
187801,0,187801
212851,0,212851
88515,0,88515
93625,0,93625
32801,0,32801
220429,0,220429
233917,0,233917
233173,0,233173
136386,0,136386
175538,0,175538
179937,0,179937
177587,0,177587
152188,0,152188
198455,0,198455
30705,0,30705
242451,0,242451
250082,0,250082
26809,0,26809
39653,0,39653
66272,0,66272
35628,0,35628
255996,0,255996
7569,1,7569
128507,0,128507
266871,0,266871
114581,0,114581
20509,0,20509
263773,0,263773
155798,0,155798
153680,0,153680
198412,0,198412
29417,0,29417
217302,0,217302
142420,0,142420
247496,0,247496
108653,0,108653
494,1,494
225469,0,225469
87829,0,87829
21609,0,21609
81598,0,81598
81597,0,81597
31540,0,31540
261864,0,261864
50873,0,50873
183462,0,183462
124082,0,124082
128745,0,128745
73889,0,73889
32528,0,32528
107530,0,107530
131570,0,131570
199823,0,199823
192541,0,192541
21294,0,21294
267332,0,267332
267037,0,267037
43716,0,43716
174936,0,174936
10175,1,10175
134649,0,134649
31391,0,31391
226123,0,226123
228565,0,228565
155715,0,155715
202944,0,202944
122780,0,122780
152348,0,152348
111383,0,111383
191962,0,191962
211339,0,211339
144175,0,144175
90549,0,90549
207595,0,207595
228664,0,228664
244126,0,244126
205680,0,205680
48562,0,48562
61956,0,61956
210231,0,210231
268074,0,268074
111246,0,111246
158295,0,158295
210474,0,210474
232291,0,232291
44883,0,44883
102490,0,102490
217071,0,217071
91200,0,91200
174921,0,174921
70067,0,70067
142580,0,142580
167599,0,167599
136414,0,136414
117885,0,117885
12298,1,12298
147994,0,147994
160511,0,160511
220509,0,220509
49360,0,49360
34060,0,34060
186872,0,186872
94259,0,94259
2338,1,2338
238927,0,238927
183049,0,183049
118444,0,118444
203984,0,203984
215488,0,215488
182415,0,182415
111660,0,111660
190268,0,190268
7196,1,7196
160728,0,160728
250401,0,250401
227827,0,227827
70416,0,70416
227584,0,227584
75342,0,75342
199114,0,199114
150883,0,150883
147100,0,147100
31478,0,31478
109922,0,109922
149059,0,149059
131204,0,131204
173440,0,173440
185792,0,185792
91722,0,91722
89931,0,89931
49812,0,49812
113954,0,113954
147770,0,147770
78195,0,78195
3311,1,3311
90741,0,90741
217975,0,217975
228678,0,228678
47238,0,47238
266058,0,266058
139257,0,139257
22708,0,22708
83981,0,83981
157299,0,157299
107800,0,107800
10752,1,10752
7559,1,7559
184274,0,184274
121075,0,121075
101431,0,101431
258280,0,258280
88404,0,88404
86112,0,86112
251662,0,251662
4198,1,4198
115377,0,115377
140189,0,140189
135049,0,135049
140373,0,140373
243106,0,243106
62176,0,62176
180665,0,180665
13845,1,13845
98402,0,98402
158148,0,158148
201671,0,201671
71388,0,71388
174040,0,174040
169593,0,169593
43782,0,43782
132643,0,132643
113548,0,113548
239300,0,239300
32081,0,32081
167570,0,167570
83992,0,83992
231504,0,231504
111906,0,111906
122458,0,122458
184467,0,184467
243052,0,243052
187390,0,187390
155937,0,155937
78498,0,78498
259263,0,259263
72367,0,72367
213202,0,213202
105397,0,105397
240264,0,240264
110752,0,110752
110512,0,110512
75292,0,75292
32192,0,32192
72148,0,72148
126707,0,126707
27409,0,27409
105117,0,105117
77318,0,77318
160678,0,160678
150961,0,150961
216020,0,216020
52175,0,52175
256920,0,256920
14019,1,14019
120819,0,120819
79525,0,79525
207922,0,207922
3872,1,3872
33106,0,33106
231823,0,231823
176255,0,176255
242559,0,242559
73608,0,73608
214196,0,214196
34776,0,34776
162491,0,162491
169671,0,169671
52547,0,52547
189341,0,189341
173126,0,173126
77669,0,77669
198933,0,198933
98026,0,98026
252404,0,252404
96883,0,96883
9219,1,9219
163011,0,163011
35126,0,35126
88177,0,88177
184655,0,184655
228262,0,228262
28230,0,28230
172713,0,172713
107857,0,107857
147639,0,147639
88286,0,88286
30597,0,30597
238624,0,238624
31154,0,31154
220164,0,220164
875,1,875
46250,0,46250
253353,0,253353
2315,1,2315
25243,0,25243
67857,0,67857
228237,0,228237
99093,0,99093
64280,0,64280
85861,0,85861
193869,0,193869
262028,0,262028
231760,0,231760
165500,0,165500
41780,0,41780
216270,0,216270
9809,1,9809
61221,0,61221
73166,0,73166
186353,0,186353
41104,0,41104
241359,0,241359
196269,0,196269
31597,0,31597
32446,0,32446
265183,0,265183
32414,0,32414
112151,0,112151
35959,0,35959
80305,0,80305
95037,0,95037
47501,0,47501
76889,0,76889
187158,0,187158
54581,0,54581
544,1,544
71188,0,71188
103402,0,103402
88904,0,88904
69609,0,69609
43157,0,43157
168802,0,168802
199545,0,199545
224482,0,224482
86292,0,86292
128589,0,128589
48833,0,48833
78595,0,78595
162681,0,162681
215697,0,215697
104105,0,104105
181487,0,181487
185702,0,185702
32487,0,32487
156270,0,156270
229113,0,229113
85823,0,85823
12075,1,12075
246067,0,246067
136655,0,136655
248920,0,248920
147126,0,147126
113827,0,113827
83853,0,83853
70755,0,70755
240638,0,240638
222028,0,222028
8531,1,8531
3877,1,3877
188365,0,188365
16876,0,16876
228129,0,228129
261313,0,261313
168070,0,168070
201952,0,201952
51770,0,51770
43687,0,43687
133529,0,133529
265629,0,265629
52654,0,52654
218738,0,218738
264175,0,264175
155424,0,155424
92897,0,92897
27200,0,27200
201000,0,201000
140530,0,140530
176990,0,176990
110133,0,110133
213109,0,213109
136478,0,136478
67429,0,67429
37326,0,37326
102410,0,102410
20262,0,20262
63921,0,63921
83451,0,83451
69912,0,69912
77172,0,77172
111846,0,111846
35529,0,35529
114178,0,114178
8411,1,8411
164342,0,164342
97838,0,97838
240316,0,240316
250259,0,250259
232477,0,232477
96233,0,96233
180954,0,180954
171076,0,171076
50661,0,50661
32836,0,32836
159921,0,159921
109523,0,109523
36224,0,36224
225977,0,225977
3049,1,3049
213522,0,213522
89254,0,89254
69729,0,69729
40894,0,40894
67005,0,67005
215979,0,215979
124086,0,124086
36469,0,36469
30662,0,30662
72706,0,72706
41732,0,41732
218200,0,218200
9206,1,9206
52642,0,52642
104831,0,104831
156184,0,156184
226322,0,226322
69503,0,69503
177176,0,177176
21992,0,21992
124468,0,124468
179754,0,179754
58623,0,58623
63683,0,63683
37113,0,37113
205403,0,205403
263133,0,263133
95801,0,95801
111842,0,111842
213574,0,213574
140643,0,140643
159394,0,159394
153013,0,153013
109346,0,109346
27153,0,27153
137649,0,137649
132568,0,132568
113688,0,113688
199530,0,199530
256721,0,256721
208282,0,208282
66131,0,66131
249296,0,249296
64217,0,64217
252142,0,252142
44027,0,44027
55474,0,55474
197123,0,197123
262076,0,262076
63629,0,63629
15519,1,15519
117347,0,117347
218045,0,218045
63023,0,63023
257104,0,257104
258645,0,258645
226141,0,226141
70319,0,70319
101872,0,101872
176713,0,176713
70674,0,70674
150919,0,150919
140938,0,140938
4927,1,4927
99229,0,99229
231481,0,231481
104076,0,104076
210044,0,210044
194053,0,194053
95071,0,95071
116305,0,116305
135522,0,135522
70096,0,70096
243286,0,243286
156320,0,156320
119779,0,119779
240363,0,240363
166286,0,166286
7896,1,7896
